name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Côtes du Rhône Village,Excellence,Rhonedalen,France,2015,White wine,Laudun & Chusclan Vignerons,750,159,212,0.06839622641509434,14.5,73398,87.96
Côtes du Rhône Village Laudun,Clos de Taman,Rhonedalen,France,2015,Red wine,Laudun & Chusclan Vignerons,750,145,193.33,0.07241504163864894,14,70991,NaN
Jean Claude Gueth,Harmonie,Alsace,France,2014,White wine,Jean Claude Gueth,750,176,234.67,0.05326628883112456,12.5,71442,NaN
Barone Montalto,Nero d'Avola Passivento,Sicilien,Italy,2018,Red wine,Barone Montalto,3000,249,83,0.1686746987951807,14,75416,87
Chablis,Grand Cru Les Preuses Clotilde Davenne,Bourgogne,France,2011,White wine,Clotilde Davenne,750,599,798.67,0.016903101406087622,13.5,74000,90.33614864864865
Grande Cuvée Madame,NA,Provence,France,2015,Rosé wine,Contemporary Wines AB,750,149,198.67,0.06543514370564253,13,74891,NaN
Château des Annereaux,Lalande de Pomerol,Bordeaux,France,2011,Red wine,Chateau des Anneraux,750,199,265.33,0.0471111446123695,12.5,74200,89
Chablis,J Moreau & Fils,Bourgogne,France,2017,White wine,J Moreau & Fils,750,189,252,0.0496031746031746,12.5,76023,90.33614864864865
Le Tap,Bergerac Sec,Frankrike sydväst,France,2013,White wine,Ch. Le Tap,750,141,188,0.06648936170212766,12.5,75469,NaN
Steinreich,Riesling,Mosel,Germany,2016,White wine,Weingut Ansgar Clüsserath,750,278,370.67,0.029675992122373,11,74978,89
Vom Schifer,Riesling,Mosel,Germany,2016,White wine,Weingut Ansgar Clüsserath,750,184,245.33,0.04483756572779521,11,71641,NaN
Kirchberg,Riesling Gran Cru,Alsace,France,2014,White wine,Cave de Ribeauvillé,750,309,412,0.03033980582524272,12.5,79602,90.71875
Corps de Loup,Viognier,Rhonedalen,France,2016,White wine,Corps de Loup,750,189,252,0.051587301587301584,13,78748,NaN
Bourgogne,Chardonnay,Bourgogne,France,2013,White wine,Domaine Pascal Prunier Bonheur,750,278,370.67,0.03507162705371354,13,77414,86.37817258883248
Château La Lagune,Haut-Médoc Grand Cru,Bordeaux,France,2009,Red wine,Château La Lagune,750,995,1326.67,0.010552737304680138,14,77582,87
Castel del Monte Riserva,Ragaletti,Apulien,Italy,2008,Red wine,The Company of Urban wines And Other Liquids Sweden AB,750,119,158.67,0.08508224617129893,13.5,70884,NaN
Moscato d'Asti,La Gatta,Piemonte,Italy,2018,White wine,Vite Colte,750,162,216,0.023148148148148147,5,74390,86
Tavel,La Forcadière,Rhonedalen,France,2011,Rosé wine,Domaine Maby,750,147,196,0.07142857142857142,14,70298,86
Terra d'hom,NA,Katalonien,Spain,2012,Red wine,Celler Ardévol,750,382,509.33,0.029450454518681404,15,76276,NaN
Clos Perraud,Muscadet Sevre et Maine Sur Lie,Loiredalen,France,2014,White wine,Vignoble Huteau Boulanger,750,151,201.33,0.05960363582178513,12,78367,NaN
Vivanco,Reserva,Rioja,Spain,2012,Red wine,Vivanco,1500,405,270,0.05185185185185185,14,78697,86.93548387096774
Vivanco,Crianza,Rioja,Spain,2013,Red wine,Vivanco,5000,1262,252.4,0.053486529318541996,13.5,79459,86.93548387096774
Vivanco,Reserva,Rioja,Spain,2012,Red wine,Vivanco,5000,1555,311,0.04501607717041801,14,78395,86.93548387096774
Vivanco,Crianza,Rioja,Spain,2014,Red wine,Vivanco,1500,346,230.67,0.05852516582130316,13.5,78587,86.93548387096774
Côtes du Rhône,Grande Réserve,Rhonedalen,France,2016,Red wine,Accordini Igino,750,151,201.33,0.06705409029950826,13.5,78807,87.3717105263158
Soave,Classico Montresor,Venetien,Italy,2016,White wine,Giacomo Montresor,750,161,214.67,0.05822890948898309,12.5,78319,87.6123076923077
Capitel della Crosara,Ripasso,Venetien,Italy,2015,Red wine,Giacomo Montresor,750,198,264,0.05303030303030303,14,75987,87.875
Pinot Gris Organic,Cave de Ribeauvillé,Alsace,France,2015,White wine,Cave de Ribeauvillé,750,221,294.67,0.04751077476499135,14,75725,NaN
Izakaya Red,NA,Península de Setúbal,Portugal,2015,Red wine,WA Wine AB,750,85,113.33,0.1279449395570458,14.5,72610,NaN
Moncaro,Organic White,Sicilien,Italy,2018,White wine,Cantine Paolino,1500,129,86,0.1511627906976744,13,6648,88.4
Châteauneuf du Pape,Blanc,Rhonedalen,France,2016,White wine,Domaine Pierre Usseglio,750,329,438.67,0.03077484213645793,13.5,71515,NaN
Château Capet-Guillier,NA,Bordeaux,France,2014,Red wine,Antoine Moueix,750,405,540,0.025,13.5,76641,91
Classic Style,Organic Blauer Zweigelt,Burgenland,Austria,2017,Red wine,Sepp Moser,750,130,173.33,0.07211677147637455,12.5,74054,NaN
Rabl,Riesling Langenlois,Niederösterreich,Austria,2018,White wine,Weingut Rabl,750,139,185.33,0.06744725624561593,12.5,70629,88.14285714285714
Rabl,Grüner Veltliner Langenlois,Niederösterreich,Austria,2018,White wine,Weingut Rabl,750,139,185.33,0.06744725624561593,12.5,71478,88.14285714285714
Poggio Nero,Sangiovese,Toscana,Italy,2014,Red wine,Nordic Sea Winery,750,108,144,0.09027777777777778,13,72355,NaN
Ruppertsberger,Imperial Riesling,Pfalz,Germany,2018,White wine,Ruppertsberger Weinkeller Hoheburg eG,750,99,132,0.10227272727272728,13.5,72038,94
Sancerre,Les Grandmontains,Loiredalen,France,2017,White wine,Domaine Laporte,750,199,265.33,0.04899559039686428,13,73495,89.4375
Haedus,Rosé,Provence,France,2018,Rosé wine,Ch. Ferry Lacombe,750,133,177.33,0.06767044493317544,12,75844,90
Blue Nun,NA,Rheinhessen,Germany,2016,White wine,Langguth Erben,250,31,124,0.06854838709677419,8.5,6935,NaN
21 Gables,Cabernet Sauvignon,Western Cape,South Africa,2013,Red wine,Spier Wines,750,199,265.33,0.05464892775034862,14.5,2064,90
Saint Clair,Vicar's Choice Pinot Gris Riesling Gewürztraminer,Marlborough,New Zealand,2015,White wine,Saint Clair Family Estate,750,89,118.67,0.10112075503497092,12,6317,88.3953488372093
Cuvée Laura,Côtes du Rhône,Rhonedalen,France,2017,White wine,Domaine Roger Perrin,750,135,180,0.075,13.5,74303,NaN
Mangiacane,"Gran Selezione, Chianti Classico",Toscana,Italy,2013,Red wine,Villa Mangiacane,750,248,330.67,0.04536244594308525,15,70150,87
Groot Constantia,Chardonnay,Western Cape,South Africa,2014,White wine,Groot Constantia Estate,750,169,225.33,0.057693161141437,13,74523,89.33333333333333
Barbera d'Asti,Rosso Fuoco,Piemonte,Italy,2018,Red wine,Vite Colte,750,169,225.33,0.05991212887764612,13.5,71922,86.33333333333333
Castello d'Albola,Chianti Classico Riserva,Toscana,Italy,2014,Red wine,Castello d'Albola,750,197,262.67,0.05139528686184185,13.5,74531,87
Lidköping Vit,Rheingau,Rheingau,Germany,2016,White wine,Markus Lundén & Cie,750,120,160,0.075,12,71628,NaN
Rocca di Montemassi,NA,Toscana,Italy,2015,Red wine,Rocca di Montemassi,750,299,398.67,0.03637093335340005,14.5,75693,87
Les Dauphins,Côtes du Rhône Organic Blanc,Rhonedalen,France,2017,White wine,Cellier des Dauphins,750,99,132,0.09848484848484848,13,74959,87
Verosso,NA,Apulien,Italy,2017,Red wine,DIV Casa Vinicola Botter Carlo & C. S.p.A.,750,79,105.33,0.12342162726668565,13,76077,NaN
AIX,Rosé,Provence,France,2017,Rosé wine,SRL Maison Saint Aix,750,139,185.33,0.07014514649544056,13,76141,89.66666666666667
Jules,Côtes de Provence,Provence,France,2014,Rosé wine,Jules Wines,750,99,132,0.09848484848484848,13,71990,88.04761904761905
Jules,Rosé de Méditerranée,Méditerranée,France,2014,Rosé wine,Jules Wines,750,79,105.33,0.12342162726668565,13,71763,88.04761904761905
Sasseo,Primitivo,Apulien,Italy,2013,Red wine,Masseria Altemura,750,114,152,0.09539473684210527,14.5,72268,87
Feudo Principi di Butera,Nero d’Avola,Sicilien,Italy,2014,Red wine,Feudo Principi di Butera,750,119,158.67,0.08823344047393963,14,72263,87
Côtes du Rhône,Variations,Rhonedalen,France,2010,Red wine,Domaine Maby,750,119,158.67,0.09138463477658033,14.5,72091,87
White Tropez,Rosé,Provence,France,2018,Rosé wine,Domaine Tropez,750,196,261.33,0.04783224275819845,12.5,72624,NaN
Merula,NA,NA,Spain,2008,Red wine,DG Viticultors,750,147,196,0.07142857142857142,14,72557,NaN
Côtes Du Rhone Villages,Domaine De La Biscarelle,Rhonedalen,France,2015,Red wine,Domaine de la Biscarelle,750,130,173.33,0.08077078405353949,14,72556,NaN
Côtes Du Rhone,Domaine Pierre Usséglio,Rhonedalen,France,2015,Red wine,Domaine Pierre Usseglio,750,169,225.33,0.06435006435006435,14.5,72558,NaN
Saint-Joseph,Lautaret,Rhonedalen,France,2014,Red wine,Domaine Eric & Joel Durand,750,299,398.67,0.0326084230064966,13,76143,89.26315789473684
Cornas,Empreintes,Rhonedalen,France,2013,Red wine,Domaine Eric & Joel Durand,750,335,446.67,0.030223655047350393,13.5,73910,91.73529411764706
Quintela,Colheita,Douro,Portugal,2014,Red wine,Carlos Alonso,750,143,190.67,0.07080295799024493,13.5,72297,NaN
Piano,Reserva Tinto,Douro,Portugal,2014,Red wine,Carlos Alonso,750,165,220,0.06363636363636363,14,72668,89.8082191780822
Quinta Do Tedo,Reserva,Douro,Portugal,2014,Red wine,Quinta do Tedo,750,225,300,0.04666666666666667,14,72566,NaN
Barrique,Pinot Noir,NA,Luxembourg,2002,Red wine,Aly Duhr et fils,750,124,165.33,0.07560636303151273,12.5,72595,88.15384615384616
Barrique,Pinot Blanc,NA,Luxembourg,2004,White wine,Aly Duhr et fils,750,115,153.33,0.08152351138068219,12.5,72572,88.15384615384616
On The Nose,Shiraz Mourvedre,Western Cape,South Africa,2013,Red wine,Saronsberg,750,99,132,0.10984848484848485,14.5,72630,NaN
Unity,Chenin Blanc,Western Cape,South Africa,2016,White wine,Saronsberg,750,109,145.33,0.08945159292644327,13,72696,91.5
Unity,Shiraz Mourvedre,Western Cape,South Africa,2016,Red wine,Saronsberg,750,109,145.33,0.0997729305718021,14.5,72677,91.5
Charles & Charles,Zinfandel,Kalifornien,US,2014,Red wine,Bieler & Smith,750,109,145.33,0.0997729305718021,14.5,72240,87.76470588235294
Châteauneuf-du-Pape,Domaine Grand Veneur,Rhonedalen,France,2016,Red wine,Alain Jaume,750,285,380,0.039473684210526314,15,2845,87.76923076923077
Schlossreben,Riesling,Alsace,France,2012,White wine,Klein Aux Vieux Remparts,750,221,294.67,0.040723521227135434,12,72507,NaN
Viña Ane,Vendimia Seleccionada,Rioja,Spain,2011,Red wine,Bodega del Monge-Garbati,750,300,400,0.035,14,73277,NaN
Viña Ane,Autor,Rioja,Spain,2011,Red wine,Bodega del Monge-Garbati,750,201,268,0.05223880597014925,14,73248,NaN
Delheim,Edelpatz,Western Cape,South Africa,2014,White wine,Delheim Wines,375,159,424,0.025943396226415096,11,73767,89.66666666666667
Novaserra,Greco di Tufo,Kampanien,Italy,2017,White wine,Mastroberardino,750,179,238.67,0.056563455817656184,13.5,75240,87
Seara,Rosé,Latium,Italy,2012,Rosé wine,Castello di Torre in Pietra,750,115,153.33,0.08152351138068219,12.5,73475,89
Jacob's Creek Earth Vine Grape,Chardonnay Vermentino,South Eastern Australia,Australia,2015,White wine,Jacob's Creek Wines,750,89,118.67,0.10870481166259374,12.9,6206,NaN
Doudet Naudin,Pinot Noir,Languedoc-Roussillon,France,2014,Red wine,Doudet Naudin,750,99,132,0.0946969696969697,12.5,73811,87
Doudet Naudin,Chardonnay,Languedoc-Roussillon,France,2014,White wine,Doudet Naudin,750,99,132,0.09848484848484848,13,73262,87
Pernand Vergelesses,Les Pins,Bourgogne,France,2012,White wine,Doudet Naudin,750,295,393.33,0.033051127551928405,13,73908,NaN
Beaune,1er Cru Cent Vignes,Bourgogne,France,2011,Red wine,Doudet Naudin,750,345,460,0.02826086956521739,13,73823,90.01612903225806
Bricco Sereno,Barbera d'Asti Superiore,Piemonte,Italy,2015,Red wine,Tenuta la Meridiana,750,209,278.67,0.05203287042021028,14.5,74720,NaN
Lynmar Estate,Chardonnay,Kalifornien,US,2016,White wine,Lynmar Estate,750,399,532,0.02631578947368421,14,70613,NaN
Freedom Hill,Chenin Blanc,Western Cape,South Africa,2014,White wine,Freedom Hill,750,136,181.33,0.0661776870898362,12,72450,86.82857142857142
Villa Righetti,Rosso,Venetien,Italy,2014,Red wine,Luigi Righetti,750,88,117.33,0.10653711753174806,12.5,73971,NaN
Villa Righett,Bianco,Venetien,Italy,2016,White wine,Luigi Righetti,750,88,117.33,0.10653711753174806,12.5,73644,NaN
Valdosan,NA,Kastilien-León,Spain,2010,Red wine,Bodegas Iturria,750,283,377.33,0.03842790130654865,14.5,73023,NaN
MilleUna Prima Rosa,Negroamaro Rosato,Apulien,Italy,2014,Rosé wine,Milleuna,750,178,237.33,0.05688282138794084,13.5,70408,NaN
Domaine de Calet,Cuvée Long Terme,Rhonedalen,France,2010,Red wine,Domaine de Calet,750,129,172,0.08430232558139535,14.5,75607,NaN
Domaine de Calet,Rosé,Rhonedalen,France,2013,Rosé wine,Domaine de Calet,750,119,158.67,0.08193105186865823,13,75036,NaN
Prohibition,Zinfandel,Kalifornien,US,2016,Red wine,PrimeWine Sweden AB,3000,259,86.33,0.16796015290165645,14.5,74299,NaN
Ktima Kir-Yianni,Yianakohori Hills,Makedonien,Greece,2016,Red wine,Kir-Yianni Estate,750,119,158.67,0.08823344047393963,14,2850,NaN
Brochet,NA,Loiredalen,France,2015,White wine,Ampelidae,375,129,344,0.03197674418604651,11,4655,NaN
Clisson,Muscadet,Loiredalen,France,2013,White wine,Ollivier Pere et Fils,750,169,225.33,0.05325522566901877,12,2189,91
Aubrade Le Prestige,NA,Bordeaux,France,2018,White wine,SAS Vignobles Lobre,750,99,132,0.09090909090909091,12,2186,NaN
Dolcetto d´Alba,Le Ciliegie,Piemonte,Italy,2016,Red wine,Giovanni Manzone,750,164,218.67,0.06173686376732063,13.5,78254,NaN
Chaval,NA,Valencia,Spain,NA,Red wine,Bodegas Nodus,750,119,158.67,0.08193105186865823,13,78368,NaN
100 x 100,Monastrell,Murcia,Spain,2016,Red wine,Bodega Asensio Carcelén,750,224,298.67,0.05524491914152743,16.5,79177,NaN
Barone Villagrande,Etna Rosso,Sicilien,Italy,2015,Red wine,Cantine Barone di Villagrande,750,179,238.67,0.05446851300959484,13,74230,NaN
Barbara d'Asti,Superiore,Piemonte,Italy,NA,Red wine,Dezzani,750,169,225.33,0.06435006435006435,14.5,78600,NaN
Corucho,Crianza,Madrid,Spain,2012,Red wine,Bodega Ecológica Luis Saavedra,750,230,306.67,0.04891251182052369,15,79389,NaN
Barbera del Monferrato,Vicara,Piemonte,Italy,2017,Red wine,Vicara,750,151,201.33,0.06705409029950826,13.5,75953,87.33333333333333
Cusumano,Shamaris Grillo,Sicilien,Italy,2017,White wine,Cusumano,750,169,225.33,0.057693161141437,13,70415,86.59183673469387
WA,Riesling,Pfalz,Germany,2016,White wine,WA Wine AB,750,134,178.67,0.06716292606481222,12,79434,89.04074284631419
Izakaya,Rosé,Vinho Verde,Portugal,2016,Rosé wine,WA Wine AB,750,85,113.33,0.08823788934968675,10,79382,NaN
Chablis,Domaine de Oliveira Lecestre,Bourgogne,France,2015,White wine,Domaine de Oliveira Lecestre,1500,539,359.33,0.03617844321375894,13,71492,90.33614864864865
Corucho,Finca Peazo la Encina,Madrid,Spain,2015,Red wine,Bodega Ecológica Luis Saavedra,750,309,412,0.03398058252427184,14,76506,NaN
Aubrade Le Prestige,NA,Bordeaux,France,2018,White wine,SAS Vignobles Lobre,375,59,157.33,0.07627280238988114,12,2186,NaN
Joyride,Syrah,Languedoc-Roussillon,France,2017,Red wine,Terroirs Vivants,750,93,124,0.10483870967741936,13,73534,NaN
Chapillon,Cuvée Harmonie,Aragonien,Spain,2012,Red wine,Chapillon,750,149,198.67,0.07298535259475512,14.5,73027,87
Rock,Amarone della Valpolicella,Venetien,Italy,2013,Red wine,Viticultori d'Italia,750,229,305.33,0.04912717387744408,15,73589,88.14686468646865
Rock,Valpolicella Ripasso,Venetien,Italy,2016,Red wine,Viticultori d'Italia,750,129,172,0.07848837209302326,13.5,73995,88.14686468646865
Cornet & Cie,Rouge,Languedoc-Roussillon,France,2011,Red wine,Cave De l'Abbé Rous,750,138,184,0.07336956521739131,13.5,75510,NaN
Château de Pierreux,NA,Bourgogne,France,2017,Red wine,Château de Pierreux,750,120,160,0.0875,14,2293,87
In Fine,Blanc,Languedoc-Roussillon,France,2013,White wine,Cave De l'Abbé Rous,750,275,366.67,0.03818147107753566,14,74914,86
Roma,Rosso,Latium,Italy,2013,Red wine,Cantina castello di torre in pietra,750,128,170.67,0.07617038729712311,13,72344,89.07808564231738
Collioure,Cuvée Des Peintres Rosé,Languedoc-Roussillon,France,2014,Rosé wine,Cave De l'Abbé Rous,750,111,148,0.09121621621621621,13.5,71486,88
Mas Janeil,Sans Souffre,Languedoc-Roussillon,France,2016,Red wine,François Lurton,750,159,212,0.06839622641509434,14.5,74448,87
Grand Sud,Sauvignon Blanc,NA,France,2018,White wine,Grand Sud,1000,77,77,0.14935064935064934,11.5,72037,NaN
Grande Recolte,NA,Provence,France,2018,Rosé wine,Château de Berne,1500,329,219.33,0.059271417498746176,13,75286,NaN
Dreissigacker,Riesling Organic Trocken,Rheinhessen,Germany,2017,White wine,Weingut Dreissigacker,750,119,158.67,0.07562866326337682,12,2294,NaN
Pierre Chavin,Sauvignon Blanc Côtes de Gascogne,Frankrike sydväst,France,2018,White wine,Domaines Pierre Chavin,750,75,100,0.115,11.5,2297,87
The Sugar Skull,White Wine,Duna–Tisza közi,Hungary,2017,White wine,Multibev AB,1000,67,67,0.16417910447761194,11,2411,NaN
Cycliste,Côtes du Rhône Villages,Rhonedalen,France,2017,Red wine,Mare Magnum,750,89,118.67,0.12218757900058987,14.5,76065,NaN
E. Guigal,Côtes-du-Rhône,Rhonedalen,France,2015,Red wine,E Guigal,1500,269,179.33,0.0780683655830034,14,2011,91.23809523809524
Jurtschitsch,Stein Grüner Veltliner,Niederösterreich,Austria,2017,White wine,Weingut Jurtschitsch,750,189,252,0.0496031746031746,12.5,73942,91.3913043478261
Nostalgia,Alvarinho,Vinho Verde,Portugal,2015,White wine,Lua Cheia em Vinhas Velhas,750,179,238.67,0.0523735702015335,12.5,76043,87
Pegos Claros,Tinto,Península de Setúbal,Portugal,2010,Red wine,Ca Imóveis,750,115,153.33,0.09130633274636404,14,76072,88.26666666666667
Maria Papoila,Escolha,Vinho Verde,Portugal,2017,White wine,Lua Cheia em Vinhas Velhas,750,139,185.33,0.06205147574596665,11.5,76156,87
Jurtschitsch,Zöbiger Heiligenstein Riesling,Niederösterreich,Austria,2014,White wine,Weingut Jurtschitsch,750,319,425.33,0.03056450285660546,13,73741,91.3913043478261
Jurtschitsch,Ried Loiserberg Grüner Veltliner,Niederösterreich,Austria,2016,White wine,Weingut Jurtschitsch,750,299,398.67,0.0326084230064966,13,73063,91.3913043478261
La Vignée,Pinot Noir,Bourgogne,France,2015,Red wine,Bouchard Père & Fils,1500,299,199.33,0.06271007876385892,12.5,5421,87
Castro Valdes,Albariño,Galicien,Spain,2013,White wine,Adega Castro Brey,750,159,212,0.06132075471698113,13,73080,NaN
Sin Palabras,Albariño,Galicien,Spain,2017,White wine,Adega Castro Brey,750,189,252,0.051587301587301584,13,73396,90
Barolo,Serralunga d'Alba,Piemonte,Italy,2014,Red wine,Fontanafredda,375,169,450.67,0.029955399738167614,13.5,73604,88.5
Duss,Moscato d'Asti,Piemonte,Italy,2015,White wine,Gagliasso Mario,750,161,214.67,0.02329156379559324,5,71697,85.33333333333333
Belcanto,Chianti Classico,Toscana,Italy,2013,Red wine,Fattoria Nittardi,750,225,300,0.043333333333333335,13,74427,87.4
El Pulpo,Chardonnay,NA,Spain,NA,White wine,Bodegas Isidro Milagro,750,125,166.67,0.08399832003359933,14,73033,NaN
Belleruche Côtes-du-Rhône,Chapoutier,Rhonedalen,France,2017,Red wine,Chapoutier,750,119,158.67,0.08823344047393963,14,75764,NaN
Barolo,Tre Utin,Piemonte,Italy,2012,Red wine,Gagliasso Mario,750,279,372,0.038978494623655914,14.5,74329,90.7838669950739
Periquita,Reserva,Península de Setúbal,Portugal,2017,Red wine,José Maria da Fonseca,1500,219,146,0.08904109589041095,13,2560,87
Blanco Nieva,Verdejo,NA,Spain,2016,White wine,Vine dos de Nieva,750,104,138.67,0.0901420638926949,12.5,76096,88.46153846153847
Mitolo,Angela Shiraz,South Australia,Australia,2014,Red wine,Mitolo Wines,750,209,278.67,0.05203287042021028,14.5,76038,89.63636363636364
T'Air d'Oc,Sauvignon Blanc,Languedoc-Roussillon,France,2018,White wine,Domaine Gayda,750,129,172,0.07267441860465117,12.5,73883,NaN
Brunello di Montalcino,Uccelliera,Toscana,Italy,2014,Red wine,Azienda Agricola Uccelliera,750,547,729.33,0.02056682160338941,15,70162,90.46802721088436
Rosso di Montalcino,Uccelliera,Toscana,Italy,2017,Red wine,Azienda Agricola Uccelliera,750,260,346.67,0.04038422707473967,14,72210,87.50591715976331
Mitolo,G.A.M. Shiraz,South Australia,Australia,2014,Red wine,Mitolo Wines,750,299,398.67,0.03637093335340005,14.5,75470,89.63636363636364
Zonnebloem,Sauvignon Blanc,Western Cape,South Africa,2018,White wine,Zonnebloem Wines,750,69,92,0.14673913043478262,13.5,2020,NaN
Antidoto,NA,Kastilien-León,Spain,2012,Red wine,Bodegas el lagar de Isilla,750,199,265.33,0.05464892775034862,14.5,75352,NaN
Kamnik,Cuvée de Prestige,Povardarje,Macedonia,2014,Red wine,Chateau Kamnik,750,200,266.67,0.054374320320995984,14.5,75460,NaN
Tinto Iturria,NA,Kastilien-León,Spain,2010,Red wine,Bodegas Iturria,750,190,253.33,0.057237595231516204,14.5,75858,NaN
Domaine de Calet,Chardonnay,Languedoc-Roussillon,France,2013,White wine,Domaine de Calet,750,119,158.67,0.08193105186865823,13,73153,NaN
