name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Côtes du Rhône,La Borde,Rhonedalen,France,2016,Red wine,Le Plan des Moines,750,139,185.33,0.072843037,13.5,73489,87.37171053,7,6,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73489
Supernova,Malbec,Loiredalen,France,2011,Red wine,Domaine des Grandes Esperances,750,179,238.67,0.05237357,12.5,71197,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71197
Côtes-du-Rhône-Villages,Le Pré des Suves,Rhonedalen,France,2016,Red wine,Le Plan des Moines,750,159,212,0.066037736,14,73549,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73549
La Cape,Le Plan des Moines,Rhonedalen,France,2013,Red wine,Le Plan des Moines,750,205,273.33,0.053049427,14.5,73249,88,6,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73249
Les Vendangeuses,Le Plan des Moines,Rhonedalen,France,2014,Red wine,Le Plan des Moines,750,251,334.67,0.043326262,14.5,70630,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70630
Châteauneuf-du-Pape,Les Charretons,Rhonedalen,France,2016,Red wine,Le Plan des Moines,750,424,565.33,0.025648736,14.5,76059,90.41304348,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76059
Bourgogne-Hautes-Côtes de Nuits,Reine Pédauque,Bourgogne,France,2015,Red wine,Reine Pédauque,750,166,221.33,0.058735824,13,72284,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72284
Côte de Nuits-Villages,Reine Pédauque,Bourgogne,France,2014,Red wine,Reine Pédauque,750,209,278.67,0.04665016,13,72631,87.11764706,8,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72631
Langhe,Nebbiolo,Piemonte,Italy,2014,Red wine,Rivetto dal 1902,750,235,313.33,0.044681326,14,73330,88.56896552,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73330
Barbera d'Alba,Zio Nando,Piemonte,Italy,2013,Red wine,Rivetto dal 1902,750,339,452,0.032079646,14.5,73742,87.9800995,7,8,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73742
Sander,Weissburgunder Trocken,Rheinhessen,Germany,2015,White wine,Weingut Sander,750,114,152,0.082236842,12.5,76136,83,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76136
Barolo,Leon Riserva,Piemonte,Italy,2011,Red wine,Rivetto dal 1902,750,859,1145.33,0.012660107,14.5,73365,90.783867,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73365
Langhe,Nascetta Borea,Piemonte,Italy,2014,White wine,Rivetto dal 1902,750,315,420,0.030952381,13,73749,88.56896552,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73749
Chablis,Simonnet-Febvret,Bourgogne,France,2014,White wine,Simonnet-Febvre,750,179,238.67,0.05237357,12.5,73283,87.94444444,5,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73283
Gaia,Red Blend,Cuyo,Argentina,2013,Red wine,Domaine Bousquet,750,139,185.33,0.078238817,14.5,75232,87,11,8,0,0,11,https://www.systembolaget.se/sok-dryck/?searchquery=75232
Savigny-Les-Beaunes Premier Cru Les Serpentières,Reine Pédauque,Bourgogne,France,2013,Red wine,Reine Pédauque,750,299,398.67,0.032608423,13,72563,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72563
Domaene Gobelsburg,Zweigelt,Niederösterreich,Austria,2017,Red wine,Schloss Gobelsburg,750,139,185.33,0.067447256,12.5,79279,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79279
Barbaresco San Stunet,Piero Busso,Piemonte,Italy,2013,Red wine,Piero Busso,750,499,665.33,0.02104219,14,73292,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73292
Pichler-Krutzler,Grüner Veltliner Ried Klostersatz,Niederösterreich,Austria,2017,White wine,Weingut Pichler-Krutzler,750,199,265.33,0.047111145,12.5,73106,93.8,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73106
Pichler-Krutzler,Riesling Loiben,Niederösterreich,Austria,2018,White wine,Weingut Pichler-Krutzler,750,199,265.33,0.045226699,12,73416,93.8,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73416
Chablis,Premier Cru Fourchaume l'Eglantière Jean Durup & Fils,Bourgogne,France,2017,White wine,Jean Durup,750,309,412,0.030339806,12.5,73147,90.33614865,5,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73147
Chablis,l'Eglantière Jean Durup & Fils,Bourgogne,France,2014,White wine,Jean Durup,750,229,305.33,0.040939312,12.5,73943,90.33614865,5,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73943
L´Orangeraie,Syrah Merlot Reserve,Languedoc-Roussillon,France,2014,Red wine,Vignobles Lorgeril,750,120,160,0.084375,13.5,74368,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74368
L´Orangeraie,Chardonnay,Languedoc-Roussillon,France,2014,White wine,Vignobles Lorgeril,750,116,154.67,0.084049913,13,74163,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74163
Verdling,Dulce Verdejo,Kastilien-León,Spain,2012,White wine,Ossian Vides y Vinos S.L.,750,268,357.33,0.019589735,7,72777,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72777
Verdling,Trocken Verdejo,Kastilien-León,Spain,2013,White wine,Ossian Vides y Vinos S.L.,750,340,453.33,0.028676681,13,72368,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72368
Quintaluna,Verdejo,Kastilien-León,Spain,2016,White wine,Ossian Vides y Vinos S.L.,750,190,253.33,0.053290175,13.5,72540,86.5,6,9,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=72540
Chateau De La Ragotière,Selection Vieilles Vignes,Loiredalen,France,2014,White wine,Les Frères Couillaud,750,109,145.33,0.082570701,12,74620,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74620
Barolo La Tartufaia,Giulia Negri,Piemonte,Italy,2012,Red wine,Giulia Negri,1500,747,498,0.029116466,14.5,74025,NaN,9,10,10,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74025
Barolo Serradenari,Giulia Negri,Piemonte,Italy,2012,Red wine,Giulia Negri,750,425,566.67,0.025588085,14.5,74393,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74393
Ponzi,Tavola Pinot Noir,Oregon,US,2013,Red wine,Ponzi Vineyards,750,269,358.67,0.036245016,13,74091,91.17647059,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74091
Ponzi,Pinot Gris,Oregon,US,2016,White wine,Ponzi Vineyards,750,199,265.33,0.04899559,13,74876,91.17647059,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74876
Amasole,Langhe Nebbiolo,Piemonte,Italy,2016,Red wine,Pertinace SCA,750,149,198.67,0.070468616,14,74628,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74628
Amasole,Valpolicella Ripasso Superiore,Venetien,Italy,2015,Red wine,Cottini SPA,750,129,172,0.081395349,14,74970,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74970
Les Primevères,Côtes du Rhône Villages,Rhonedalen,France,2014,White wine,Domaine de Cabasse,750,120,160,0.084375,13.5,74840,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74840
Jacob's Creek,Crisp Rosé,South Eastern Australia,Australia,2018,Rosé wine,Jacob's Creek Wines,750,85,113.33,0.105885467,12,6413,87.02702703,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6413
Jacob's Creek,Reserve Shiraz Cabernet Sauvignon,South Australia,Australia,2016,Red wine,Jacob's Creek Wines,750,99,132,0.109848485,14.5,6418,87.02702703,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6418
Cosa Dolce,Gewürztraminer Riesling,South Eastern Australia,Australia,2016,White wine,De Bortoli,750,75,100,0.125,12.5,6217,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6217
Cameleon,Malbec Cabernet Rosé,Cuyo,Argentina,2018,Rosé wine,Domaine Bousquet,3000,209,69.67,0.172240563,12,6570,87,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6570
Domaine de Cabasse,Cuvée Garnacho,Rhonedalen,France,2014,Red wine,Domaine de Cabasse,750,140,186.67,0.072320137,13.5,72524,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72524
Domaine de Cabasse,Cuvée Casa Bassa,Rhonedalen,France,2011,Red wine,Domaine de Cabasse,750,160,213.33,0.065626025,14,72397,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72397
Châteauneuf-du-Pape,Domaine du Père Caboche,Rhonedalen,France,2013,Red wine,Domaine du Père Caboche,750,249,332,0.043674699,14.5,71110,90.41304348,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71110
Côtes du Rhône,Domaine du Père Caboche,Rhonedalen,France,2016,Red wine,Domaine du Père Caboche,750,140,186.67,0.074998661,14,76547,87.37171053,7,6,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76547
L'Oiseau Blanc,NA,Languedoc-Roussillon,France,2014,White wine,mas Foulaquier,750,200,266.67,0.046874414,12.5,71444,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71444
Les Tonillières,NA,Languedoc-Roussillon,France,2013,Red wine,mas Foulaquier,750,164,218.67,0.061736864,13.5,73406,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73406
Le Petit Duc,NA,Languedoc-Roussillon,France,2013,Red wine,mas Foulaquier,750,193,257.33,0.05634788,14.5,75154,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75154
Mortiès,NA,Languedoc-Roussillon,France,2012,Red wine,Domaine de Mortiès,750,134,178.67,0.081155202,14.5,79111,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79111
Mortiès,NA,Languedoc-Roussillon,France,2013,White wine,Domaine de Mortiès,750,134,178.67,0.081155202,14.5,79004,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79004
L'Orphèe,Syrah Grenache,Languedoc-Roussillon,France,2014,Red wine,mas Foulaquier,750,191,254.67,0.053009777,13.5,79048,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79048
Villa Valentina,Sangiovese,Apulien,Italy,2018,Red wine,Iconic Wines,750,89,118.67,0.113760849,13.5,76598,NaN,8,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76598
Reviresco,Morellino di Scansano,Toscana,Italy,2012,Red wine,Bodegas Coop. de Vino de Toro,750,155,206.67,0.065321527,13.5,74542,88,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74542
Rara Neagra de Purcari,NA,NA,Moldova,2015,Red wine,Purcari,750,164,218.67,0.059450313,13,79278,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79278
Domaine du Petit Clocher,Anjou Blanc,Loiredalen,France,2014,White wine,Domaine du Petit Clocher,750,175,233.33,0.055715082,13,76257,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76257
Auramaris,Vermentino,Toscana,Italy,2013,White wine,Bodegas Coop. de Vino de Toro,750,155,206.67,0.065321527,13.5,74682,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74682
Domaine Bousquet,Reserve Cabernet Sauvignon,Cuyo,Argentina,2014,Red wine,Domaine Bousquet,750,119,158.67,0.091384635,14.5,2342,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2342
Vinlåda Spännande Spanien Röd,NA,NA,Spain,NA,Red wine,Flera producenter,4500,1032,229.33,0.061047399,14,74843,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74843
Leconfield,Shiraz,South Australia,Australia,2014,Red wine,Leconfield Wines,750,195,260,0.055769231,14.5,71816,91,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71816
Leconfield,Cabernet Merlot,South Australia,Australia,2013,Red wine,Leconfield Wines,750,195,260,0.053846154,14,74562,91,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74562
River Farm,Sauvignon Blanc,Marlborough,New Zealand,2015,White wine,Starborough,750,149,198.67,0.065435144,13,70672,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70672
African Dawn,Chenin Blanc,Western Cape,South Africa,2015,White wine,Rooiberg Winery LTG,750,89,118.67,0.10533412,12.5,70062,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70062
Amadio,Shiraz,South Australia,Australia,2013,Red wine,Amadio Wines,750,229,305.33,0.047489601,14.5,77605,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=77605
Amadio,Cabernet Sauvignon,South Australia,Australia,2012,Red wine,Amadio Wines,750,229,305.33,0.048472145,14.8,77615,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=77615
Tommasi,Bardolino Chiaretto,Venetien,Italy,2018,Rosé wine,Tommasi Viticoltori,750,109,145.33,0.082570701,12,70749,87.54411765,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70749
Château Haut Condissas,Prestige,Bordeaux,France,2009,Red wine,Château Haut Condissas,750,489,652,0.021472393,14,76782,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76782
Zuccardi Q,Malbec,Cuyo,Argentina,2013,Red wine,Familia Zuccardi,750,159,212,0.068396226,14.5,74878,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74878
Amarone della Valpolicella Classico,NA,Venetien,Italy,2014,Red wine,Luigi Righetti,375,99,264,0.056818182,15,2740,86.85714286,10,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2740
Tama,Vineyard Selection Pinot Noir,Aconcagua,Chile,2014,Red wine,Anakena,750,139,185.33,0.075540927,14,2758,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2758
Ossian,NA,Kastilien-León,Spain,2015,White wine,Ossian Vides y Vinos S.L.,750,412,549.33,0.026395791,14.5,79504,87.33333333,10,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=79504
Concentus,Rosso,Tre Venezie,Italy,2011,Red wine,Corteforte,750,391,521.33,0.026854392,14,79049,NaN,11,2,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79049
Podere Bertarole,Valpolicella Ripasso Classico Superiore,Venetien,Italy,2015,Red wine,Corteforte,750,296,394.67,0.035472673,14,79544,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79544
Marco Zunino,Malbec,Cuyo,Argentina,2013,Red wine,Marco Zunino,750,129,172,0.081395349,14,73052,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73052
Marco Zunino,Malbec Bonarda,Cuyo,Argentina,2013,Red wine,Marco Zunino,750,131,174.67,0.077288601,13.5,75948,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75948
Petit Chablis,La Chablisienne,Bourgogne,France,2018,White wine,La Chablisienne,375,79,210.67,0.059334504,12.5,5585,87,5,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5585
Château Grand Francais,Bordeaux Supérieur,Bordeaux,France,2015,Red wine,Château Grand Francais,750,171,228,0.054824561,12.5,76120,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76120
Terre di San Zeno,Amarone della Valpolicella Classico,Venetien,Italy,2012,Red wine,Corteforte,750,499,665.33,0.022545203,15,76806,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76806
Vigneti di Osan,Amarone della Valpolicella Classico,Venetien,Italy,2009,Red wine,Corteforte,750,805,1073.33,0.014441039,15.5,79301,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79301
Recioto della Valpolicella Classico,Corteforte,Venetien,Italy,2013,Red wine,Corteforte,500,400,800,0.016875,13.5,79438,88.23076923,8,4,3,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79438
Dimension,Chardonnay,Western Cape,South Africa,2018,White wine,Du Toitskloof Cellar,750,79,105.33,0.128168613,13.5,5006,85.66666667,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5006
Eco Rojo,NA,Valencia,Spain,2017,Red wine,Hacienda La Serrata,750,79,105.33,0.128168613,13.5,2521,NaN,7,9,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2521
Tommasi,Baciorosa Appassionato,NA,Italy,2018,Rosé wine,Tommasi Viticoltori,375,58,154.67,0.084049913,13,72433,87.54411765,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72433
Château Belgrave,Grand Cru,Bordeaux,France,2010,Red wine,Vins et Vignobles Dourthe,1500,1099,732.67,0.019108193,14,3925,91,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3925
Château Belgrave,Grand Cru,Bordeaux,France,2010,Red wine,Vins et Vignobles Dourthe,375,325,866.67,0.016153784,14,3925,91,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3925
Château La Garde,NA,Bordeaux,France,2012,Red wine,Vins et Vignobles Dourthe,375,174,464,0.029094828,13.5,74194,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74194
Rigogolo Chianti Riserva,Nettuno,Toscana,Italy,2016,Red wine,Nettuno,750,115,153.33,0.084784452,13,2361,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2361
Zuccardi Q,Chardonnay,Cuyo,Argentina,2014,White wine,Familia Zuccardi,750,159,212,0.063679245,13.5,75267,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75267
Delas Domaine de Tourettes,Hermitage,Rhonedalen,France,2014,Red wine,Delas,750,650,866.67,0.015576863,13.5,75456,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75456
Jean d´Alibert,Rouge,Languedoc-Roussillon,France,2014,Red wine,Chantovent,750,119,158.67,0.081931052,13,70660,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70660
Château Rivière,Cuvée Prestige,Languedoc-Roussillon,France,2017,Red wine,Chantovent,750,119,158.67,0.091384635,14.5,71569,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71569
Château d´Hautpoul,Grande Réserve,Languedoc-Roussillon,France,2013,Red wine,Chantovent,750,139,185.33,0.072843037,13.5,75392,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75392
Realzin,Zinfandel,Apulien,Italy,2017,Red wine,Angelo Rocca & Figli Srl,750,110,146.67,0.088634349,13,73255,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73255
Ecoltura,Valpolicella,Venetien,Italy,2017,Red wine,Domaine Wines,750,109,145.33,0.092892039,13.5,79125,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79125
Kallfelz,Sensus Riesling-Hochgewächs Trocken,Mosel,Germany,2014,White wine,WG Albert Kallfelz,750,139,185.33,0.062051476,11.5,70099,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70099
Schild Estate Barossa Valley,Cabernet Sauvignon,South Australia,Australia,2015,Red wine,Schild Estate Wines,750,195,260,0.055769231,14.5,75924,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75924
Bourgogne,Pinot Noir,Bourgogne,France,2016,Red wine,Jean-Paul Brun,750,229,305.33,0.040939312,12.5,77713,86.37817259,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=77713
Barolo Ravera,Cagliero,Piemonte,Italy,2007,Red wine,Cagliero,750,599,798.67,0.018155183,14.5,70498,NaN,7,6,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70498
Barolo,BelColle Simposio Riserva,Piemonte,Italy,2009,Red wine,Agricola Bosio srl,750,465,620,0.023387097,14.5,72446,90.783867,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72446
Angoris,Sauvignon Blanc,Friuli-Venezia-Giulia,Italy,2016,White wine,Tenuta di Angoris,750,129,172,0.081395349,14,75378,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75378
Angoris,Pignolo,Friuli-Venezia-Giulia,Italy,2012,Red wine,Tenuta di Angoris,750,219,292,0.047945205,14,76633,87,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76633
The Golden Stallion,NA,Murcia,Spain,2017,Red wine,Juan Gil,750,99,132,0.113636364,15,71745,NaN,8,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71745
Bruno Clair,Gevrey-Chambertin,Bourgogne,France,2015,Red wine,Domaine Bruno Clair,750,799,1065.33,0.012202792,13,71872,87,7,3,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71872
Concerto,Reggiano Lambrusco,Emilia-Romagna,Italy,2016,Red wine,Medici Ermete & Figli,750,129,172,0.066860465,11.5,90320,88.11111111,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90320
Las Pizarras,Chardonnay,Aconcagua,Chile,2016,White wine,Viña Errazuriz S.A,750,559,745.33,0.017441938,13,95471,89,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=95471
Las Pizarras,Pinot Noir,Aconcagua,Chile,2016,Red wine,Viña Errazuriz S.A,750,799,1065.33,0.012202792,13,95473,89,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=95473
Tirrenico,Marchesi Mazzei,Toscana,Italy,2016,Red wine,Marchesi Mazzei,750,159,212,0.063679245,13.5,72939,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72939
Domaine Les Fumées Blanches,Sauvignon Blanc,Frankrike sydväst,France,2017,White wine,François Lurton,750,125,166.67,0.07199856,12,77303,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=77303
Moreau,Chardonnay,NA,France,2018,White wine,J.MOREAU & FILS - Boisset La Famille des Grands Vins,750,99,132,0.09469697,12.5,75700,91.25,9,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75700
Crotasc Bianco,NA,NA,Italy,NA,White wine,Mamete Prevostini,750,127,169.33,0.070867537,12,74374,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74374
Corte Di Cama,Sforzato di Valtellina,Lombardiet,Italy,2013,Red wine,Mamete Prevostini,750,398,530.67,0.029208359,15.5,74274,NaN,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74274
Black Stallion,Los Carneros Pinot Noir,Kalifornien,US,2016,Red wine,Black Stallion Estate Winery,750,209,278.67,0.05203287,14.5,75121,89.24074074,9,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75121
Black Stallion,Cabernet Sauvignon Limited Release,Kalifornien,US,2011,Red wine,Black Stallion Estate Winery,750,969,1292,0.01122291,14.5,75159,89.24074074,9,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75159
