nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgått;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
7864701;899435;78647;Amarone della Valpolicella;Plenum;449.00;;750.00;598.67;2014-11-03;0;Rött vin;;;Flaska;;Venetien;Italien;Villa Canestrari;Villa Aurum AB;2007;;15.00%;BS;Övrigt sortiment;0;0;;0;
7864801;899438;78648;Amarone della Valpolicella;Villa Canestrari;349.00;;750.00;465.33;2014-11-03;0;Rött vin;;;Flaska;;Venetien;Italien;Villa Canestrari;Villa Aurum AB;2008;;15.00%;BS;Övrigt sortiment;0;0;;0;
7865801;899808;78658;I Lasi;Valpolicella Ripasso Superiore;170.00;;750.00;226.67;2014-11-03;0;Rött vin;;;Flaska;;Venetien;Italien;Villa Canestrari;Villa Aurum AB;2011;;13.50%;BS;Övrigt sortiment;0;0;;0;
8606301;899843;86063;Ron Cartavio;XO;1099.00;;700.00;1570.00;2014-11-03;0;Rom;Mörk rom;;Flaska;;;Peru;Ron Cartavio;Jakobsson och Söderström AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
120603;899846;1206;Mikkeller Peter, Pale and Mary;Gluten Free;25.90;;330.00;78.49;2015-03-02;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;;Internationellt märke;Mikkeller;Brill & Co AB;;;4.60%;FS;Ordinarie sortiment;0;0;;0;
145403;899876;1454;Pistonhead;Kustom Lager;11.90;;330.00;36.06;2015-03-02;0;Öl;Ljus lager;Modern stil;Flaska;;;Sverige;Spendrups;Spendrups Bryggeri AB;;;4.90%;FS;Ordinarie sortiment;1;0;;0;Pilsnermalt samt humle av sorterna magnum, amarillo och cascade.
8694901;899905;86949;Ron Cartavio;Solera 12 Anõs;599.00;;700.00;855.71;2014-11-03;0;Rom;Mörk rom;;Flaska;;;Peru;Ron Cartavio;Jakobsson och Söderström AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8601301;900047;86013;Karukera;Rhum Vieux Agricole Reserve Speciale;735.00;;700.00;1050.00;2014-11-03;0;Rom;Mörk rom;;Flaska;;Franska Antillerna;Frankrike;Domaine du Marquisat de Saint-Marie;Jakobsson och Söderström AB;;;42.00%;BS;Övrigt sortiment;0;0;;0;
154715;900050;1547;Sigtuna Organic Ale;;18.90;1.00;330.00;57.27;2015-03-02;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Burk;;;Sverige;Sigtuna Brygghus;Galatea AB;;;4.50%;FS;Ordinarie sortiment;1;0;;0;Kornmalt och humle.
7031101;900493;70311;Terra Mazzei;;119.00;;750.00;158.67;2014-11-03;0;Rött vin;;;Flaska;Naturkork;;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
8596501;900545;85965;Dupont Calvados;Original;389.00;;700.00;555.71;2014-11-03;0;Calvados;;;Flaska;;Normandie;Frankrike;Domaine Dupont;Cask Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
72001;900562;720;Trader Vic's;Margarita;179.00;;700.00;255.71;2015-03-02;0;Drinkar och Cocktails;;;Flaska;;;USA;USDP;Grapestyle Scandinavia;;;18.00%;FS;Ordinarie sortiment;0;0;;0;
91701;900788;917;Presentkartong Stänk ljusblå;1 flaska;12.00;;0.00;0.00;2015-06-01;0;Presentförpackningar;1 flaska;Presentkartong 1 flaska;;;;Okänt ursprung;;Systembolaget Presenter;;;0.00%;PA;;0;0;;0;
91702;900796;917;Presentkartong Stänk ljusblå;2 flaskor;12.00;;0.00;0.00;2015-06-01;0;Presentförpackningar;2 flaskor;Presentkartong 2 flaskor;;;;Okänt ursprung;;Systembolaget Presenter;;;0.00%;PA;;0;0;;0;
7520301;900822;75203;Dr Pauly-Bergweiler;Riesling Trocken;99.00;;750.00;132.00;2014-11-03;0;Vitt vin;;;Flaska;;Mosel;Tyskland;Dr Pauly-Bergweiler;Mondo Wine Sweden AB;2017;;11.00%;BS;Övrigt sortiment;0;0;;0;
7757501;900906;77575;Pierre Brigandat Blanc de Noir;Brut Tradition;269.00;;750.00;358.67;2014-11-03;0;Mousserande vin;Torrt vitt;;Flaska;Natur;Champagne;Frankrike;Pierre Brigandat & Fils;Picky Drinks AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7867601;900993;78676;Donnatá;Nero d'Avola;135.00;;750.00;180.00;2014-11-03;0;Rött vin;;;Flaska;;Sicilien;Italien;Alessandro di Camporeale;Villa Aurum AB;2012;;14.00%;BS;Övrigt sortiment;1;0;;0;
7584101;901410;75841;Ménage à Trois;Zinfandel;159.00;;750.00;212.00;2014-11-03;0;Rött vin;;;Flaska;;Kalifornien;USA;Folie a Deux;Vinovum AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
7503701;901416;75037;Ménage à Trois;Chardonnay;159.00;;750.00;212.00;2014-11-03;0;Vitt vin;;;Flaska;;Kalifornien;USA;Folie a Deux;Vinovum AB;2013;;13.50%;BS;Övrigt sortiment;0;0;;0;
8160308;901504;81603;Vinistella;La Passione;229.00;;3000.00;76.33;2014-11-03;0;Rött vin;Fruktigt & Smakrikt;;Box;Vingtapp;Sicilien;Italien;ViniMundi;The Wine Team Global AB;2018;;13.50%;FS;Ordinarie sortiment;1;0;;0;Nero d'avola.
241201;901672;2412;Mezzacorona;Pinot Grigio Riserva;89.00;;750.00;118.67;2015-03-02;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Trentino-Alto Adige;Italien;Mezzacorona;The WineAgency Sweden AB;2016;;13.00%;FS;Ordinarie sortiment;0;0;;0;Pinot grigio.
7555301;901854;75553;Pali Huntington;Pinot Noir;229.00;;750.00;305.33;2014-11-03;0;Rött vin;;;Flaska;;Kalifornien;USA;Pali Wine Company;janake wine group AB;2015;;14.50%;BS;Övrigt sortiment;0;0;;0;
7585201;901923;75852;Castle Rock;Pinot Noir;159.00;;750.00;212.00;2014-11-03;0;Rött vin;;;Flaska;;Oregon;USA;Castle Rock Winery;janake wine group AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7871201;902035;78712;Purezza;Pinot Grigio;93.00;;750.00;124.00;2014-11-03;0;Vitt vin;;;Flaska;;Tre Venezie;Italien;Perlage;Principium Dryck AB;2013;;12.00%;BS;Övrigt sortiment;1;0;;0;
7139901;902485;71399;Guimaro;Mencia;169.00;;750.00;225.33;2014-11-03;0;Rött vin;;;Flaska;;Galicien;Spanien;Guimaro;Johan Lidby Vinhandel AB;2017;;13.00%;BS;Övrigt sortiment;0;0;;0;
8949901;902557;89499;Badger Fursty Ferret;;29.60;;500.00;59.20;2014-11-03;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;;Storbritannien;Hall & Woodhouse;New Brews Sweden AB;;;4.40%;BS;Övrigt sortiment;0;0;;0;
8983101;902567;89831;Badger Hopping Hare;;29.60;;500.00;59.20;2014-11-03;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;;Storbritannien;Hall & Woodhouse;New Brews Sweden AB;;;4.40%;BS;Övrigt sortiment;0;0;;0;
8627902;902580;86279;Chartreuse;Cassis;179.00;;500.00;358.00;2014-11-03;0;Likör;Bärlikör;;Flaska;;;Frankrike;Chartreuse Diffusion;Fine Brands Sweden AB;;;20.00%;BS;Övrigt sortiment;0;0;;0;
8422701;902637;84227;The Irishman;12 Years;570.00;;700.00;814.29;2014-11-03;0;Whisky;Maltwhisky;;Flaska;;;Irland;The Irishman;Philipson Söderberg AB;;;43.00%;BS;Övrigt sortiment;0;0;;0;
8983401;902663;89834;Badger Tanglefoot;;30.10;;500.00;60.20;2014-11-03;0;Öl;Ale brittisk-amerikansk stil;Extra special bitter;Flaska;;;Storbritannien;Hall & Woodhouse;New Brews Sweden AB;;;5.00%;BS;Övrigt sortiment;0;0;;0;
8668301;902699;86683;Hell's Fury;Cinnamon Whiskey Liqueur;249.00;;700.00;355.71;2014-11-03;0;Likör;Annan likör;;Flaska;;;Irland;The Hell's Fury Liqueur Company;Fine Brands Sweden AB;;;30.00%;BS;Övrigt sortiment;0;0;;0;
8984801;902702;89848;Timothy Taylor's Landlord;;33.10;;500.00;66.20;2014-11-03;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;;Storbritannien;Timothy Taylor;New Brews Sweden AB;;;4.10%;BS;Övrigt sortiment;0;0;;0;Kornmalt och humle.
8672401;902714;86724;Rusty Dogg;Caribbean Spiced;178.00;;700.00;254.29;2014-11-03;0;Smaksatt sprit;Smaksatt sprit av rom;;Flaska;;;Irland;The Rusty Dogg Rum Company;Fine Brands Sweden AB;;;30.00%;BS;Övrigt sortiment;0;0;;0;
7193701;902764;71937;Adeo;Bolgheri Rosso;255.00;;750.00;340.00;2014-11-03;0;Rött vin;;;Flaska;;Toscana;Italien;Campo Alla Sughera;Avivera AB;2014;;14.00%;BS;Övrigt sortiment;0;0;;0;
8617701;902964;86177;Père Kermann's;Absinthe;463.00;;700.00;661.43;2014-11-03;0;Anissprit;Absint;;Flaska;;;Frankrike;Slaur;Juvinum Wine, Beer & Spirits AB;;;60.00%;BS;Övrigt sortiment;0;0;;0;
8638202;903000;86382;Kullados No2;;524.00;;500.00;1048.00;2014-11-03;0;Frukt och Druvsprit;Fruktsprit;;Flaska;;Skåne län;Sverige;Kullabygdens Destilleri;Kullabygdens Destilleri AB;;;43.70%;BS;Övrigt sortiment;0;0;;0;
8689202;903007;86892;Kullados No1;;543.00;;500.00;1086.00;2014-11-03;0;Frukt och Druvsprit;Fruktsprit;;Flaska;;Skåne län;Sverige;Kullabygdens Destilleri;Kullabygdens Destilleri AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
284901;903616;2849;Simonsig Cape Blend;Cabernet Sauvignon Pinotage Shiraz;79.00;;750.00;105.33;2015-03-02;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Simonsig Estate;Tryffelsvinet AB;2016;;13.50%;FS;Ordinarie sortiment;0;0;;0;58% cabernet sauvignon, 38% pinotage och 4% shiraz.
214901;903619;2149;Viña Pedrosa;Crianza;189.00;;750.00;252.00;2015-03-02;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Kastilien-León;Spanien;Bodegas Hnos Pérez Pascuas;Viña Española AB;2016;;14.50%;FS;Ordinarie sortiment;0;0;;0;Tempranillo.
16802;903625;168;Akita Fuji Nigori;;84.00;;300.00;280.00;2015-03-02;0;Sake;;;Flaska;Skruvkapsyl;;Japan;Kinmon Akita Sake Brewery Co;Spiritpartners Nordic AB;2014;;14.50%;FS;Ordinarie sortiment;0;0;;0;
823001;904802;8230;Real Tesoro;;79.00;;750.00;105.33;2015-03-02;0;Aperitif och dessert;Sherry & Montilla;Annan sherry;Flaska;Natur;Andalusien;Spanien;José Estevez;Stellan Kramer AB;;;15.00%;FS;Ordinarie sortiment;0;0;;0;
823002;904899;8230;Real Tesoro;;47.00;;375.00;125.33;2015-03-02;0;Aperitif och dessert;Sherry & Montilla;Annan sherry;Flaska;Natur;Andalusien;Spanien;José Estevez;Stellan Kramer AB;;;15.00%;FS;Ordinarie sortiment;0;0;;0;
1602201;904937;16022;Rawson's Retreat;Chardonnay;79.00;;750.00;105.33;2015-06-01;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;South Eastern Australia;Australien;Rawson's Retreat;Treasury Wine Estates Sweden AB;2018;;9.50%;FS;Ordinarie sortiment;0;0;;0;Chardonnay.
58802;9050;588;Carlshamns;Flaggpunsch;162.00;;500.00;324.00;1995-11-01;0;Punsch;Punsch;;Flaska;;;Finland;Pernod Ricard;Pernod Ricard Sweden AB;;;26.00%;FS;Ordinarie sortiment;0;0;;0;
631102;905179;6311;Stoneleigh;Sauvignon Blanc;60.00;;375.00;160.00;2015-03-02;0;Vitt vin;Friskt & Fruktigt;;Flaska;Skruvkapsyl;Marlborough;Nya Zeeland;Brancott Estate;Pernod Ricard Sweden AB;2018;;13.00%;FS;Ordinarie sortiment;0;0;;0;Sauvignon blanc.
138915;905205;1389;Carlsberg Hof;Organic;10.90;1.00;330.00;33.03;2015-03-02;0;Öl;Ljus lager;Internationell stil;Burk;;;Internationellt märke;Carlsberg Sverige AB;Carlsberg Sverige AB;;;4.20%;FS;Ordinarie sortiment;1;0;;0;Kornmalt och humle.
