"","Artikelid","Namn","Namn2","Prisinklmoms","Volymiml","PrisPerLiter","Varugrupp","Typ","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Argang","Alkoholhalt","Ekologisk","Etiskt","EtisktEtikett","Koscher","RavarorBeskrivning","APK"
"127",1016179,"Château Haut Condissas Collection Or","",1499,750,1998.67,"Rött vin","","Flaska","Natur","Bordeaux","Frankrike","Domaine Rollan de By",2009,"14.50%",0,0,"",0,"",0.00725482445826475
"128",1016885,"Pasqua Famiglia Passione Sentimento Rosso","Romeo & Juliet",99,750,132,"Rött vin","","Flaska","","Venetien","Italien","Pasqua",2015,"14.00%",0,0,"",0,"",0.106060606060606
"129",1016917,"Pasqua Famiglia Prosecco Brut","Romeo & Juliet",99,750,132,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Pasqua",NA,"11.00%",0,0,"",0,"",0.0833333333333333
"130",1016920,"Pasqua Famiglia Passione Sentimento Bianco","Romeo & Juliet",99,750,132,"Vitt vin","","Flaska","","Venetien","Italien","Pasqua",2016,"13.00%",0,0,"",0,"",0.0984848484848485
"131",1016923,"Pasqua Prosecco","Extra Dry",39,187,208.56,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Pasqua",NA,"11.00%",0,0,"",0,"",0.0527426160337553
"132",1016976,"Cava Vega","Medien Organic Brut",129,750,172,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Cava","Spanien","Segura Viudas",NA,"11.50%",1,0,"",0,"",0.0668604651162791
"133",1017306,"Aurore","Chenin blanc",179,750,238.67,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine des Grandes Esperances",2015,"13.50%",0,0,"",0,"",0.0565634558176562
"134",1017321,"Francois Montand","",109,750,145.33,"Mousserande vin","Torrt vitt","Flaska","","","Frankrike","Francois Montand",NA,"11.50%",0,0,"",0,"Chardonnay.",0.0791302552810844
"135",1017325,"Fontaine du Clos","Côtes-du-Rhône",119,750,158.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Fontaine Du Clos",2017,"14.00%",0,0,"",0,"",0.0882334404739396
"136",1017334,"Pouilly Fumé","Domaine de Terre Blanches",229,750,305.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine de Terre Blanches",2016,"12.50%",0,0,"",0,"",0.0409393115645367
"137",1017402,"Sancerre","Domaine de Terre Blanches",229,750,305.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine de Terre Blanches",2016,"13.00%",0,0,"",0,"",0.0425768840271182
"138",1017494,"Côtes du Rhône","Les Silénes",139,750,185.33,"Vitt vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2016,"12.50%",0,0,"",0,"",0.0674472562456159
"139",1017561,"Palmer","Blanc de Noirs",349,750,465.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Palmer & Co",NA,"12.00%",0,0,"",0,"Pinot noir och pinot meunier.",0.0257881503449165
"140",1017627,"Côte-Rôtie","Les Serines",546,750,728,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2012,"13.00%",0,0,"",0,"",0.0178571428571429
"141",1017647,"Côtes du Rhône","La Borde",139,750,185.33,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2016,"13.50%",0,0,"",0,"",0.0728430367452652
"142",1017650,"Supernova","Malbec",179,750,238.67,"Rött vin","","Flaska","","Loiredalen","Frankrike","Domaine des Grandes Esperances",2011,"12.50%",0,0,"",0,"",0.0523735702015335
"143",1017684,"Côtes-du-Rhône-Villages","Le Pré des Suves",159,750,212,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2016,"14.00%",0,0,"",0,"",0.0660377358490566
"144",1017718,"La Cape","Le Plan des Moines",205,750,273.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Le Plan des Moines",2013,"14.50%",0,0,"",0,"",0.0530494274320419
"145",1017721,"Les Vendangeuses","Le Plan des Moines",251,750,334.67,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2014,"14.50%",0,0,"",0,"",0.0433262616906206
"146",1017724,"Châteauneuf-du-Pape","Les Charretons",424,750,565.33,"Rött vin","","Flaska","Naturkork","Rhonedalen","Frankrike","Le Plan des Moines",2016,"14.50%",0,0,"",0,"",0.0256487361364159
"147",1017737,"Cremant de Bourgogne","Baron Aimé",135,750,180,"Mousserande vin","Torrt vitt","Flaska","","Bourgogne","Frankrike","Francois Martenot",NA,"12.00%",0,0,"",0,"",0.0666666666666667
"148",1017749,"Bourgogne-Hautes-Côtes de Nuits","Reine Pédauque",166,750,221.33,"Rött vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2015,"13.00%",0,0,"",0,"",0.0587358243347038
"149",1017796,"Côte de Nuits-Villages","Reine Pédauque",209,750,278.67,"Rött vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2014,"13.00%",0,0,"",0,"",0.0466501596870851
"150",1017800,"Langhe","Nebbiolo",235,750,313.33,"Rött vin","","Flaska","","Piemonte","Italien","Rivetto dal 1902",2014,"14.00%",0,0,"",0,"",0.0446813263970893
"151",1017806,"Barbera d'Alba","Zio Nando",339,750,452,"Rött vin","","Flaska","","Piemonte","Italien","Rivetto dal 1902",2013,"14.50%",0,0,"",0,"",0.0320796460176991
"152",1017809,"Sander","Weissburgunder Trocken",114,750,152,"Vitt vin","","Flaska","","Rheinhessen","Tyskland","Weingut Sander",2015,"12.50%",1,0,"",0,"",0.0822368421052632
"153",1017812,"Barolo","Leon Riserva",859,750,1145.33,"Rött vin","","Flaska","","Piemonte","Italien","Rivetto dal 1902",2011,"14.50%",0,0,"",0,"",0.0126601066941406
"154",1017818,"Langhe","Nascetta Borea",315,750,420,"Vitt vin","","Flaska","","Piemonte","Italien","Rivetto dal 1902",2014,"13.00%",0,0,"",0,"",0.030952380952381
"155",1017827,"Chablis","Simonnet-Febvret",179,750,238.67,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Simonnet-Febvre",2014,"12.50%",0,0,"",0,"",0.0523735702015335
"156",1017830,"Gaia","Red Blend",139,750,185.33,"Rött vin","","Flaska","","Cuyo","Argentina","Domaine Bousquet",2013,"14.50%",1,0,"",0,"",0.0782388172449145
"157",1018055,"Savigny-Les-Beaunes Premier Cru Les Serpentières","Reine Pédauque",299,750,398.67,"Rött vin","","Flaska","","Bourgogne","Frankrike","Reine Pédauque",2013,"13.00%",0,0,"",0,"",0.0326084230064966
"158",1018075,"Domaene Gobelsburg","Zweigelt",139,750,185.33,"Rött vin","","Flaska","","Niederösterreich","Österrike","Schloss Gobelsburg",2017,"12.50%",0,0,"",0,"",0.0674472562456159
"159",1018386,"Egly-Ouriet","Grand Cru Brut Rosé",925,750,1233.33,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Egly-Ouriet",NA,"12.50%",0,0,"",0,"",0.0101351625274663
"160",1018412,"Barbaresco San Stunet","Piero Busso",499,750,665.33,"Rött vin","","Flaska","","Piemonte","Italien","Piero Busso",2013,"14.00%",0,0,"",0,"",0.0210421895901282
"161",1018418,"Egly-Ouriet","Brut Tradition Grand Cru",599,750,798.67,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Egly-Ouriet",NA,"12.50%",0,0,"",0,"",0.0156510198204515
"162",1018450,"Pichler-Krutzler","Grüner Veltliner Ried Klostersatz",199,750,265.33,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Pichler-Krutzler",2017,"12.50%",0,0,"",0,"",0.0471111446123695
"163",1018453,"Pichler-Krutzler","Riesling Loiben",199,750,265.33,"Vitt vin","","Flaska","Skruvkapsyl","Niederösterreich","Österrike","Weingut Pichler-Krutzler",2018,"12.00%",0,0,"",0,"",0.0452266988278747
"164",1018670,"Chablis","Premier Cru Fourchaume l'Eglantière Jean Durup & Fils",309,750,412,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Jean Durup",2017,"12.50%",0,0,"",0,"",0.0303398058252427
"165",1018676,"Chablis","l'Eglantière Jean Durup & Fils",229,750,305.33,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Jean Durup",2014,"12.50%",0,0,"",0,"",0.0409393115645367
"166",1018680,"Gancia","Prosecco Brut",34,200,170,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","F.LLI GANCIA & C SpA",NA,"11.50%",0,0,"",0,"",0.0676470588235294
"167",1018870,"L´Orangeraie","Syrah Merlot Reserve",120,750,160,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Vignobles Lorgeril",2014,"13.50%",0,0,"",0,"",0.084375
"168",1018903,"L´Orangeraie","Chardonnay",116,750,154.67,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","Vignobles Lorgeril",2014,"13.00%",0,0,"",0,"",0.0840499127173983
"169",1018906,"Verdling","Dulce Verdejo",268,750,357.33,"Vitt vin","Sött","Flaska","","Kastilien-León","Spanien","Ossian Vides y Vinos S.L.",2012,"7.00%",0,0,"",0,"",0.0195897349788711
"170",1018918,"Verdling","Trocken Verdejo",340,750,453.33,"Vitt vin","","Flaska","","Kastilien-León","Spanien","Ossian Vides y Vinos S.L.",2013,"13.00%",0,0,"",0,"",0.0286766814461871
"171",1018921,"Quintaluna","Verdejo",190,750,253.33,"Vitt vin","","Flaska","","Kastilien-León","Spanien","Ossian Vides y Vinos S.L.",2016,"13.50%",0,0,"",0,"",0.053290174870722
"172",1018930,"Chateau De La Ragotière","Selection Vieilles Vignes",109,750,145.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Les Frères Couillaud",2014,"12.00%",0,0,"",0,"",0.0825707011628707
"173",1018977,"Barolo La Tartufaia","Giulia Negri",747,1500,498,"Rött vin","","Magnum","","Piemonte","Italien","Giulia Negri",2012,"14.50%",0,0,"",0,"",0.0291164658634538
"174",1018983,"Barolo Serradenari","Giulia Negri",425,750,566.67,"Rött vin","","Flaska","","Piemonte","Italien","Giulia Negri",2012,"14.50%",0,0,"",0,"",0.0255880847759719
"175",1018995,"Motzenbäcker","Rurale Chardonnay",299,750,398.67,"Mousserande vin","Torrt vitt","Flaska","","","Tyskland","Menger-Krug",2012,"11.50%",0,0,"",0,"",0.0288459126595931
"176",1019005,"Ponzi","Tavola Pinot Noir",269,750,358.67,"Rött vin","","Flaska","","Oregon","USA","Ponzi Vineyards",2013,"13.00%",0,0,"",0,"",0.0362450163102573
"177",1019029,"Ponzi","Pinot Gris",199,750,265.33,"Vitt vin","","Flaska","","Oregon","USA","Ponzi Vineyards",2016,"13.00%",0,0,"",0,"",0.0489955903968643
"178",1019045,"Amasole","Langhe Nebbiolo",149,750,198.67,"Rött vin","","Flaska","","Piemonte","Italien","Pertinace SCA",2016,"14.00%",0,0,"",0,"",0.0704686162983843
"179",1019072,"Amasole","Valpolicella Ripasso Superiore",129,750,172,"Rött vin","","Flaska","","Venetien","Italien","Cottini SPA",2015,"14.00%",0,0,"",0,"",0.0813953488372093
"180",1019452,"Les Primevères","Côtes du Rhône Villages",120,750,160,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Domaine de Cabasse",2014,"13.50%",0,0,"",0,"",0.084375
"181",1019754,"Jacob's Creek","Crisp Rosé",85,750,113.33,"Rosévin","Friskt & Bärigt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","Jacob's Creek Wines",2018,"12.00%",0,0,"",0,"",0.105885467219624
"182",1019806,"Jacob's Creek","Reserve Shiraz Cabernet Sauvignon",99,750,132,"Rött vin","","Flaska","Skruvkapsyl","South Australia","Australien","Jacob's Creek Wines",2016,"14.50%",0,0,"",0,"Cabernet sauvignon och shiraz.",0.109848484848485
"183",1019818,"Cosa Dolce","Gewürztraminer Riesling",75,750,100,"Vitt vin","Druvigt & Blommigt","PET-flaska","Skruvkapsyl","South Eastern Australia","Australien","De Bortoli",2016,"12.50%",0,0,"",0,"Gewürztraminer och riesling.",0.125
"184",1019836,"Cameleon","Malbec Cabernet Rosé",209,3000,69.67,"Rosévin","","Box","Vingtapp","Cuyo","Argentina","Domaine Bousquet",2018,"12.00%",1,0,"",0,"",0.172240562652505
"185",1020256,"Gosset","Celebris Rosé",1299,750,1732,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Gosset",2007,"12.00%",0,0,"",0,"",0.0069284064665127
"186",1020470,"Domaine de Cabasse","Cuvée Garnacho",140,750,186.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine de Cabasse",2014,"13.50%",0,0,"",0,"",0.0723201371404082
"187",1020499,"Domaine de Cabasse","Cuvée Casa Bassa",160,750,213.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine de Cabasse",2011,"14.00%",0,0,"",0,"",0.065626025406647
"188",1020532,"Châteauneuf-du-Pape","Domaine du Père Caboche",249,750,332,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine du Père Caboche",2013,"14.50%",0,0,"",0,"",0.0436746987951807
"189",1020545,"Côtes du Rhône","Domaine du Père Caboche",140,750,186.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine du Père Caboche",2016,"14.00%",0,0,"",0,"",0.0749986607382011
"190",1020614,"L'Oiseau Blanc","",200,750,266.67,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","mas Foulaquier",2014,"12.50%",1,0,"",0,"",0.0468744140698241
"191",1020726,"Les Tonillières","",164,750,218.67,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","mas Foulaquier",2013,"13.50%",1,0,"",0,"",0.0617368637673206
"192",1020729,"Le Petit Duc","",193,750,257.33,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","mas Foulaquier",2013,"14.50%",1,0,"",0,"",0.056347880153888
"193",1020753,"Mortiès","",134,750,178.67,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Domaine de Mortiès",2012,"14.50%",1,0,"",0,"",0.0811552023283148
"194",1020762,"Mortiès","",134,750,178.67,"Vitt vin","","Flaska","","Languedoc-Roussillon","Frankrike","Domaine de Mortiès",2013,"14.50%",1,0,"",0,"",0.0811552023283148
"195",1020765,"L'Orphèe","Syrah Grenache",191,750,254.67,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","mas Foulaquier",2014,"13.50%",1,0,"",0,"",0.0530097773589351
"196",1020801,"Villa Valentina","Sangiovese",89,750,118.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Apulien","Italien","Iconic Wines",2018,"13.50%",1,0,"",0,"Sangiovese.",0.113760849414342
"197",1020807,"Reviresco","Morellino di Scansano",155,750,206.67,"Rött vin","","Flaska","","Toscana","Italien","Bodegas Coop. de Vino de Toro",2012,"13.50%",0,0,"",0,"",0.065321527072144
"198",1020813,"Rara Neagra de Purcari","",164,750,218.67,"Rött vin","","Flaska","","","Moldavien","Purcari",2015,"13.00%",0,0,"",0,"",0.0594503132574199
"199",1020816,"Domaine du Petit Clocher","Anjou Blanc",175,750,233.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine du Petit Clocher",2014,"13.00%",0,0,"",0,"",0.0557150816440235
"200",1020850,"Auramaris","Vermentino",155,750,206.67,"Vitt vin","","Flaska","","Toscana","Italien","Bodegas Coop. de Vino de Toro",2013,"13.50%",0,0,"",0,"",0.065321527072144
"201",1020940,"Domaine Bousquet","Reserve Cabernet Sauvignon",119,750,158.67,"Rött vin","","Flaska","Natur","Cuyo","Argentina","Domaine Bousquet",2014,"14.50%",1,0,"",0,"85% cabernet sauvignon och 15% malbec.",0.0913846347765803
"202",1021012,"Sunshine","Liquor",223,500,446,"Vodka och Brännvin","Brännvin","Flaska","","Värmlands län","Sverige","Tujon HB",NA,"40.00%",0,0,"",0,"",0.0896860986547085
"203",1021619,"Leconfield","Shiraz",195,750,260,"Rött vin","","Flaska","","South Australia","Australien","Leconfield Wines",2014,"14.50%",0,0,"",0,"",0.0557692307692308
"204",1021631,"Leconfield","Cabernet Merlot",195,750,260,"Rött vin","","Flaska","","South Australia","Australien","Leconfield Wines",2013,"14.00%",0,0,"",0,"",0.0538461538461538
"205",1021634,"River Farm","Sauvignon Blanc",149,750,198.67,"Vitt vin","","Flaska","","Marlborough","Nya Zeeland","Starborough",2015,"13.00%",0,0,"",0,"",0.0654351437056425
"206",1022221,"African Dawn","Chenin Blanc",89,750,118.67,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Rooiberg Winery LTG",2015,"12.50%",0,0,"",0,"",0.105334119828095
"207",1022225,"Amadio","Shiraz",229,750,305.33,"Rött vin","","Flaska","","South Australia","Australien","Amadio Wines",2013,"14.50%",0,0,"",0,"",0.0474896014148626
"208",1022228,"Amadio","Cabernet Sauvignon",229,750,305.33,"Rött vin","","Flaska","","South Australia","Australien","Amadio Wines",2012,"14.80%",0,0,"",0,"",0.0484721448924115
"209",1022238,"Tommasi","Bardolino Chiaretto",109,750,145.33,"Rosévin","","Flaska","","Venetien","Italien","Tommasi Viticoltori",2018,"12.00%",0,0,"",0,"",0.0825707011628707
"210",1022511,"Château Haut Condissas","Prestige",489,750,652,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château Haut Condissas",2009,"14.00%",0,0,"",0,"",0.0214723926380368
"211",1022557,"Mia","Pink Moscato",84,750,112,"Mousserande vin","Rosé","Flaska","","","Spanien","Freixenet",NA,"7.00%",0,0,"",0,"",0.0625
"212",1022772,"Mathelin","Extra Brut",378,750,504,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Champagne Mathelin",NA,"12.00%",0,0,"",0,"",0.0238095238095238
"213",1023026,"Beaumont des Crayères","Grand Rosé",270,750,360,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Beaumont des Crayères",NA,"12.00%",0,0,"",0,"",0.0333333333333333
"214",1023029,"Zuccardi Q","Malbec",159,750,212,"Rött vin","","Flaska","","Cuyo","Argentina","Familia Zuccardi",2013,"14.50%",0,0,"",0,"",0.0683962264150943
"215",1023035,"Amarone della Valpolicella Classico","",99,375,264,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Venetien","Italien","Luigi Righetti",2014,"15.00%",0,0,"",0,"",0.0568181818181818
"216",1023050,"Tama","Vineyard Selection Pinot Noir",139,750,185.33,"Rött vin","","Flaska","Skruvkapsyl","Aconcagua","Chile","Anakena",2014,"14.00%",0,0,"",0,"Pinot noir.",0.0755409269950898
"217",1023181,"Ossian","",412,750,549.33,"Vitt vin","","Flaska","","Kastilien-León","Spanien","Ossian Vides y Vinos S.L.",2015,"14.50%",1,0,"",0,"",0.0263957912365973
"218",1023230,"Concentus","Rosso",391,750,521.33,"Rött vin","","Flaska","","Tre Venezie","Italien","Corteforte",2011,"14.00%",0,0,"",0,"",0.0268543916521205
"219",1023234,"Podere Bertarole","Valpolicella Ripasso Classico Superiore",296,750,394.67,"Rött vin","","Flaska","","Venetien","Italien","Corteforte",2015,"14.00%",0,0,"",0,"",0.0354726733726911
"220",1023262,"Marco Zunino","Malbec",129,750,172,"Rött vin","","Flaska","","Cuyo","Argentina","Marco Zunino",2013,"14.00%",0,0,"",0,"",0.0813953488372093
"221",1023272,"Marco Zunino","Malbec Bonarda",131,750,174.67,"Rött vin","","Flaska","","Cuyo","Argentina","Marco Zunino",2013,"13.50%",0,0,"",0,"",0.0772886013625694
"222",1023322,"Petit Chablis","La Chablisienne",79,375,210.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","La Chablisienne",2018,"12.50%",0,0,"",0,"Chardonnay.",0.0593345042008829
"223",1023381,"Château Grand Francais","Bordeaux Supérieur",171,750,228,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château Grand Francais",2015,"12.50%",1,0,"",0,"",0.0548245614035088
"224",1023413,"Terre di San Zeno","Amarone della Valpolicella Classico",499,750,665.33,"Rött vin","","Flaska","","Venetien","Italien","Corteforte",2012,"15.00%",0,0,"",0,"",0.0225452031322802
"225",1023424,"Vigneti di Osan","Amarone della Valpolicella Classico",805,750,1073.33,"Rött vin","","Flaska","","Venetien","Italien","Corteforte",2009,"15.50%",0,0,"",0,"",0.014441038636766
"226",1023468,"Recioto della Valpolicella Classico","Corteforte",400,500,800,"Rött vin","Sött","Flaska","","Venetien","Italien","Corteforte",2013,"13.50%",0,0,"",0,"",0.016875
"227",1023667,"Dimension","Chardonnay",79,750,105.33,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Du Toitskloof Cellar",2018,"13.50%",0,1,"Fairtrade",0,"Chardonnay.",0.128168612930789
"228",1024013,"Eco Rojo","",79,750,105.33,"Rött vin","","Flaska","Skruvkapsyl","Valencia","Spanien","Hacienda La Serrata",2017,"13.50%",1,0,"",0,"",0.128168612930789
"229",1024071,"Tommasi","Baciorosa Appassionato",58,375,154.67,"Rosévin","","Flaska","","","Italien","Tommasi Viticoltori",2018,"13.00%",0,0,"",0,"",0.0840499127173983
"230",1024940,"Viva by Carolina Gynning","Prosecco Extra Dry",131,750,174.67,"Mousserande vin","Torrt vitt","Flaska","Natur","Venetien","Italien","Gynning Wine",NA,"11.00%",1,0,"",0,"Glera.",0.062975897406538
"231",1024948,"Château Belgrave","Grand Cru",1099,1500,732.67,"Rött vin","","Magnum","","Bordeaux","Frankrike","Vins et Vignobles Dourthe",2010,"14.00%",0,0,"",0,"",0.0191081933203216
"232",1024951,"Château Belgrave","Grand Cru",325,375,866.67,"Rött vin","","Flaska","","Bordeaux","Frankrike","Vins et Vignobles Dourthe",2010,"14.00%",0,0,"",0,"",0.0161537840239076
"233",1024984,"Château La Garde","",174,375,464,"Rött vin","","Flaska","","Bordeaux","Frankrike","Vins et Vignobles Dourthe",2012,"13.50%",0,0,"",0,"",0.0290948275862069
"234",1025019,"Mathelin","Brut Reserve",399,750,532,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Champagne Mathelin",NA,"12.00%",0,0,"",0,"",0.0225563909774436
"235",1025931,"Rigogolo Chianti Riserva","Nettuno",115,750,153.33,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Toscana","Italien","Nettuno",2016,"13.00%",0,0,"",0,"90% sangiovese, 5% canaiolo och 5% cabernet sauvignon.",0.0847844518359095
"236",1026107,"Zuccardi Q","Chardonnay",159,750,212,"Vitt vin","","Flaska","","Cuyo","Argentina","Familia Zuccardi",2014,"13.50%",0,0,"",0,"",0.0636792452830189
"237",1026116,"Delas Domaine de Tourettes","Hermitage",650,750,866.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Delas",2014,"13.50%",0,0,"",0,"",0.0155768631659109
"238",1026147,"Val d'Oca","Valdobbiadene Prosecco Superiore Brut",145,750,193.33,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Venetien","Italien","Val d'Oca",2017,"11.00%",0,0,"",0,"",0.0568975327160813
"239",1026753,"Jean d´Alibert","Rouge",119,750,158.67,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Chantovent",2014,"13.00%",0,0,"",0,"",0.0819310518686582
"240",1026769,"Château Rivière","Cuvée Prestige",119,750,158.67,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Chantovent",2017,"14.50%",0,0,"",0,"",0.0913846347765803
"241",1026795,"Château d´Hautpoul","Grande Réserve",139,750,185.33,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Chantovent",2013,"13.50%",0,0,"",0,"",0.0728430367452652
